SalePrice,YearBuilt,YearBuilt2,YrSold,Yrsold2,MonthSold,Size(sqf),Size2(sqf),Floor,Floor2,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_APT2,N_manager,N_elevators,N_manager2,N_elevators2,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(PublicOffice)2,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Elementary)2,N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),N_SchoolNearBy(Total)2
276106,2014,4056196,2017,4068289,6,640,409600,18,324,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
318584,2008,4032064,2017,4068289,6,914,835396,9,81,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
312389,2008,4032064,2017,4068289,6,914,835396,2,4,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
309292,2007,4028049,2017,4068289,6,914,835396,27,729,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
371681,2014,4056196,2017,4068289,6,914,835396,12,144,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
323008,2014,4056196,2017,4068289,6,843,710649,12,144,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
274336,2014,4056196,2017,4068289,6,640,409600,13,169,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
331858,2014,4056196,2017,4068289,6,846,715716,16,256,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
338053,2014,4056196,2017,4068289,6,914,835396,16,256,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
338053,2014,4056196,2017,4068289,6,914,835396,25,625,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
353982,2014,4056196,2017,4068289,6,914,835396,10,100,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
331858,2014,4056196,2017,4068289,6,843,710649,12,144,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
238938,2005,4020025,2017,4068289,6,743,552049,9,81,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
237168,2005,4020025,2017,4068289,6,743,552049,13,169,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
360176,2014,4056196,2017,4068289,6,914,835396,5,25,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
337168,2014,4056196,2017,4068289,6,907,822649,23,529,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
123008,1992,3968064,2017,4068289,6,576,331776,14,196,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
334513,2014,4056196,2017,4068289,6,907,822649,25,625,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
293805,2008,4032064,2017,4068289,6,829,687241,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
261061,2014,4056196,2017,4068289,6,640,409600,3,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
157079,1992,3968064,2017,4068289,6,644,414736,7,49,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
384955,2014,4056196,2017,4068289,6,914,835396,22,484,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
336283,2014,4056196,2017,4068289,6,914,835396,10,100,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
176106,1993,3972049,2017,4068289,6,644,414736,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
266371,2005,4020025,2017,4068289,6,914,835396,18,324,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
267256,2005,4020025,2017,4068289,6,914,835396,21,441,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
366371,2014,4056196,2017,4068289,6,914,835396,27,729,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
370796,2014,4056196,2017,4068289,6,914,835396,20,400,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
362831,2014,4056196,2017,4068289,6,910,828100,21,441,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
371681,2007,4028049,2017,4068289,6,1419,2013561,8,64,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
371681,2014,4056196,2017,4068289,6,914,835396,15,225,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
349557,2014,4056196,2017,4068289,6,914,835396,21,441,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
207079,2005,4020025,2017,4068289,6,572,327184,15,225,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
123893,1992,3968064,2017,4068289,6,640,409600,6,36,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
336283,1993,3972049,2017,4068289,6,1761,3101121,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
154867,1992,3968064,2017,4068289,6,644,414736,15,225,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
362831,2014,4056196,2017,4068289,6,914,835396,21,441,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
261061,1992,3968064,2017,4068289,6,1448,2096704,7,49,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
367256,2014,4056196,2017,4068289,6,910,828100,19,361,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
333628,2014,4056196,2017,4068289,6,910,828100,13,169,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
243362,1986,3944196,2017,4068289,6,914,835396,9,81,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
464601,2007,4028049,2017,4068289,6,1387,1923769,6,36,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
495575,2007,4028049,2017,4068289,6,1387,1923769,33,1089,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
272566,2006,4024036,2017,4068289,6,903,815409,3,9,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
282300,2015,4060225,2017,4068289,6,644,414736,10,100,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,36,5,10,25,100,3,9,2,1,1,0,0,3,9,3,3,2,7,7,11,121
517699,2007,4028049,2017,4068289,6,1928,3717184,5,25,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
353097,2006,4024036,2017,4068289,6,1192,1420864,10,100,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
232743,1986,3944196,2017,4068289,6,914,835396,4,16,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
358407,2007,4028049,2017,4068289,6,868,753424,23,529,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
284955,1986,3944196,2017,4068289,6,1131,1279161,4,16,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
221238,1978,3912484,2017,4068289,6,871,758641,6,36,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,4,1,4,1,16,3,9,2,1,1,0,0,3,9,3,3,2,3,7,11,121
407079,1986,3944196,2017,4068289,6,2092,4376464,3,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
252212,2006,4024036,2017,4068289,6,857,734449,7,49,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
378761,2015,4060225,2017,4068289,6,914,835396,23,529,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,36,5,10,25,100,3,9,2,1,1,0,0,3,9,3,3,2,7,7,11,121
307079,2006,4024036,2017,4068289,6,903,815409,15,225,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
409734,1986,3944196,2017,4068289,6,1796,3225616,11,121,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
286725,2015,4060225,2017,4068289,6,644,414736,14,196,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,36,5,10,25,100,3,9,2,1,1,0,0,3,9,3,3,2,7,7,11,121
233185,1978,3912484,2017,4068289,6,871,758641,8,64,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,4,1,4,1,16,3,9,2,1,1,0,0,3,9,3,3,2,3,7,11,121
284070,1986,3944196,2017,4068289,6,1313,1723969,3,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
358407,2009,4036081,2017,4068289,7,1160,1345600,4,16,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
362831,2013,4052169,2017,4068289,7,910,828100,2,4,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
376991,2013,4052169,2017,4068289,7,910,828100,4,16,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
415929,2013,4052169,2017,4068289,7,910,828100,35,1225,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
287610,2006,4024036,2017,4068289,7,910,828100,1,1,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
307079,2006,4024036,2017,4068289,7,910,828100,13,169,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
283185,2006,4024036,2017,4068289,7,910,828100,2,4,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
307079,2006,4024036,2017,4068289,7,910,828100,10,100,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
88495,1985,3940225,2017,4068289,7,587,344569,8,64,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
460176,2007,4028049,2017,4068289,7,1629,2653641,23,529,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
108849,1986,3944196,2017,4068289,7,508,258064,7,49,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
287610,2015,4060225,2017,4068289,7,644,414736,15,225,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
299115,2015,4060225,2017,4068289,7,644,414736,22,484,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
396017,2015,4060225,2017,4068289,7,910,828100,14,196,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
390707,2015,4060225,2017,4068289,7,910,828100,21,441,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
484070,2015,4060225,2017,4068289,7,1035,1071225,24,576,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
292035,2015,4060225,2017,4068289,7,644,414736,14,196,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
283185,2015,4060225,2017,4068289,7,644,414736,6,36,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
376106,2006,4024036,2017,4068289,7,1149,1320201,26,676,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
327433,2006,4024036,2017,4068289,7,914,835396,13,169,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
392035,2015,4060225,2017,4068289,7,910,828100,23,529,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
389380,2015,4060225,2017,4068289,7,914,835396,22,484,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
384955,2015,4060225,2017,4068289,7,910,828100,6,36,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
389380,2015,4060225,2017,4068289,7,914,835396,24,576,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
384955,2015,4060225,2017,4068289,7,910,828100,8,64,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
393805,2015,4060225,2017,4068289,7,910,828100,9,81,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
324778,2006,4024036,2017,4068289,7,914,835396,9,81,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
392035,2015,4060225,2017,4068289,7,910,828100,17,289,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
464601,2006,4024036,2017,4068289,7,1743,3038049,13,169,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
300884,2015,4060225,2017,4068289,7,644,414736,30,900,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
386725,2015,4060225,2017,4068289,7,910,828100,16,256,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
364159,2015,4060225,2017,4068289,7,910,828100,1,1,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
389380,2015,4060225,2017,4068289,7,914,835396,7,49,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
406194,2015,4060225,2017,4068289,7,914,835396,14,196,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
413274,2015,4060225,2017,4068289,7,910,828100,24,576,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
305309,2015,4060225,2017,4068289,7,644,414736,25,625,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
400884,2015,4060225,2017,4068289,7,914,835396,21,441,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
460176,2006,4024036,2017,4068289,7,1743,3038049,2,4,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
398230,2015,4060225,2017,4068289,7,910,828100,11,121,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
393805,2015,4060225,2017,4068289,7,910,828100,9,81,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
389380,2015,4060225,2017,4068289,7,910,828100,15,225,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
415044,2015,4060225,2017,4068289,7,910,828100,19,361,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
389380,2015,4060225,2017,4068289,7,910,828100,4,16,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
413716,2015,4060225,2017,4068289,7,910,828100,21,441,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
402654,2015,4060225,2017,4068289,7,910,828100,28,784,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
407079,2015,4060225,2017,4068289,7,914,835396,16,256,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,169,8,24,64,576,1,1,1,2,1,0,1,2,4,1,1,1,10,6,5,25
274336,1992,3968064,2017,4068289,7,1448,2096704,6,36,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
81858,1992,3968064,2017,4068289,7,355,126025,11,121,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
241592,2005,4020025,2017,4068289,7,743,552049,21,441,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
325221,2014,4056196,2017,4068289,7,846,715716,28,784,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
379646,2014,4056196,2017,4068289,7,914,835396,22,484,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
154867,2005,4020025,2017,4068289,7,572,327184,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
293805,2008,4032064,2017,4068289,7,829,687241,8,64,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
420353,2014,4056196,2017,4068289,7,1092,1192464,14,196,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
367256,2014,4056196,2017,4068289,7,910,828100,13,169,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
321681,2014,4056196,2017,4068289,7,843,710649,4,16,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
269026,2005,4020025,2017,4068289,7,914,835396,16,256,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
369026,2014,4056196,2017,4068289,7,914,835396,25,625,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
230088,2005,4020025,2017,4068289,7,743,552049,2,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
317699,2014,4056196,2017,4068289,7,843,710649,20,400,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
515044,2014,4056196,2017,4068289,7,1085,1177225,20,400,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
269911,2005,4020025,2017,4068289,7,914,835396,14,196,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
358407,2014,4056196,2017,4068289,7,910,828100,21,441,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
415929,2014,4056196,2017,4068289,7,1088,1183744,7,49,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
433628,2007,4028049,2017,4068289,7,1448,2096704,30,900,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
231858,2005,4020025,2017,4068289,7,743,552049,1,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
216814,1992,3968064,2017,4068289,7,914,835396,13,169,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
374336,2014,4056196,2017,4068289,7,914,835396,16,256,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,25,5,12,25,144,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
349557,2014,4056196,2017,4068289,7,910,828100,20,400,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,100,7,20,49,400,7,49,1,0,1,5,0,4,16,3,5,5,9,14,17,289
280530,2005,4020025,2017,4068289,7,914,835396,19,361,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
