SalePrice,YearBuilt,YearBuilt2,YrSold,Yrsold2,MonthSold,Size(sqf),Size2(sqf),Floor,Floor2,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_APT2,N_manager,N_elevators,N_manager2,N_elevators2,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(PublicOffice)2,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Elementary)2,N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),N_SchoolNearBy(Total)2
227876,2006,4024036,2010,4040100,8,1149,1320201,13,169,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
265486,2006,4024036,2010,4040100,8,1437,2064969,18,324,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
190265,2006,4024036,2010,4040100,8,914,835396,8,64,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
169911,2008,4032064,2010,4040100,8,914,835396,24,576,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
105309,2005,4020025,2010,4040100,8,572,327184,19,361,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
194690,2007,4028049,2010,4040100,8,1103,1216609,17,289,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
126548,1993,3972049,2010,4040100,8,914,835396,11,121,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
95575,1993,3972049,2010,4040100,8,644,414736,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
126548,1993,3972049,2010,4040100,8,914,835396,24,576,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
141592,1993,3972049,2010,4040100,8,1451,2105401,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
60000,1992,3968064,2010,4040100,8,576,331776,12,144,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
107964,2005,4020025,2010,4040100,8,572,327184,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
82300,1992,3968064,2010,4040100,8,644,414736,18,324,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
61946,1992,3968064,2010,4040100,8,576,331776,12,144,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
84070,1993,3972049,2010,4040100,8,644,414736,21,441,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
59292,1992,3968064,2010,4040100,8,576,331776,5,25,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
128938,1993,3972049,2010,4040100,8,914,835396,5,25,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
145575,2005,4020025,2010,4040100,8,743,552049,11,121,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
142035,2005,4020025,2010,4040100,8,743,552049,21,441,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
36548,1992,3968064,2010,4040100,8,355,126025,14,196,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
109734,2005,4020025,2010,4040100,8,572,327184,18,324,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
65929,1992,3968064,2010,4040100,8,576,331776,6,36,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
201769,2005,4020025,2010,4040100,8,1184,1401856,11,121,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
168141,2005,4020025,2010,4040100,8,914,835396,21,441,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
75920,2005,4020025,2010,4040100,8,572,327184,10,100,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
79646,1992,3968064,2010,4040100,8,914,835396,1,1,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
92920,1993,3972049,2010,4040100,8,644,414736,16,256,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
79646,1992,3968064,2010,4040100,8,644,414736,4,16,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
143362,2005,4020025,2010,4040100,8,743,552049,15,225,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
203539,2007,4028049,2010,4040100,8,1103,1216609,15,225,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
94690,1993,3972049,2010,4040100,8,644,414736,9,81,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
113274,1993,3972049,2010,4040100,8,914,835396,1,1,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
178761,2008,4032064,2010,4040100,8,829,687241,18,324,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
178761,2008,4032064,2010,4040100,8,914,835396,3,9,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
95575,1993,3972049,2010,4040100,8,644,414736,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
161946,2005,4020025,2010,4040100,8,914,835396,16,256,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
234513,2007,4028049,2010,4040100,8,1394,1943236,19,361,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
185840,1993,3972049,2010,4040100,8,1288,1658944,9,81,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
156637,1986,3944196,2010,4040100,8,1313,1723969,5,25,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
416814,2007,4028049,2010,4040100,8,1643,2699449,8,64,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
221238,1986,3944196,2010,4040100,8,2092,4376464,5,25,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
384955,2007,4028049,2010,4040100,8,1519,2307361,12,144,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
158584,2006,4024036,2010,4040100,8,857,734449,8,64,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
362831,2007,4028049,2010,4040100,8,1387,1923769,37,1369,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
223008,1986,3944196,2010,4040100,8,1796,3225616,1,1,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
212389,2007,4028049,2010,4040100,8,868,753424,21,441,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
75221,1997,3988009,2010,4040100,9,644,414736,8,64,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
154867,2006,4024036,2010,4040100,9,814,662596,20,400,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
153982,2006,4024036,2010,4040100,9,814,662596,3,9,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
53097,1986,3944196,2010,4040100,9,508,258064,3,9,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
265486,2006,4024036,2010,4040100,9,1412,1993744,17,289,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
318584,2006,4024036,2010,4040100,9,1743,3038049,6,36,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
380530,2006,4024036,2010,4040100,9,2056,4227136,22,484,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
54867,1992,3968064,2010,4040100,9,640,409600,9,81,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
80973,1992,3968064,2010,4040100,9,644,414736,11,121,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
172566,2005,4020025,2010,4040100,9,914,835396,15,225,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
143805,2005,4020025,2010,4040100,9,743,552049,15,225,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
186725,2005,4020025,2010,4040100,9,1184,1401856,14,196,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
173008,1993,3972049,2010,4040100,9,1451,2105401,5,25,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
79646,1993,3972049,2010,4040100,9,644,414736,2,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
146460,2005,4020025,2010,4040100,9,743,552049,10,100,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
182300,2007,4028049,2010,4040100,9,914,835396,26,676,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
130088,1993,3972049,2010,4040100,9,914,835396,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
190265,1993,3972049,2010,4040100,9,2337,5461569,10,100,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
129203,1993,3972049,2010,4040100,9,914,835396,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
172566,2008,4032064,2010,4040100,9,914,835396,24,576,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
171681,2006,4024036,2010,4040100,9,903,815409,15,225,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
353982,2007,4028049,2010,4040100,9,1643,2699449,26,676,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
162831,2009,4036081,2010,4040100,10,910,828100,3,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
157522,2009,4036081,2010,4040100,10,910,828100,14,196,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
173451,2009,4036081,2010,4040100,10,910,828100,10,100,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
159292,2009,4036081,2010,4040100,10,910,828100,19,361,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
170796,2006,4024036,2010,4040100,10,811,657721,15,225,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
172123,2006,4024036,2010,4040100,10,811,657721,18,324,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
216814,2006,4024036,2010,4040100,10,910,828100,12,144,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
143805,2006,4024036,2010,4040100,10,636,404496,18,324,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
162831,2006,4024036,2010,4040100,10,814,662596,8,64,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
175221,2006,4024036,2010,4040100,10,811,657721,14,196,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
97345,2006,4024036,2010,4040100,10,636,404496,1,1,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
165486,2006,4024036,2010,4040100,10,814,662596,17,289,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
179646,2006,4024036,2010,4040100,10,910,828100,2,4,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
181415,2006,4024036,2010,4040100,10,910,828100,15,225,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
180530,2006,4024036,2010,4040100,10,910,828100,5,25,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
150442,2006,4024036,2010,4040100,10,814,662596,2,4,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
383185,2007,4028049,2010,4040100,10,1483,2199289,11,121,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
370796,2007,4028049,2010,4040100,10,1483,2199289,17,289,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
462831,2007,4028049,2010,4040100,10,1690,2856100,21,441,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
382300,2007,4028049,2010,4040100,10,1483,2199289,25,625,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
371681,2007,4028049,2010,4040100,10,1483,2199289,7,49,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
448672,2007,4028049,2010,4040100,10,1690,2856100,16,256,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
360176,2007,4028049,2010,4040100,10,1483,2199289,9,81,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
382300,2007,4028049,2010,4040100,10,1483,2199289,21,441,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
435398,2007,4028049,2010,4040100,10,1690,2856100,8,64,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
371681,2007,4028049,2010,4040100,10,1483,2199289,8,64,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
94690,1986,3944196,2010,4040100,10,910,828100,12,144,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
256637,2006,4024036,2010,4040100,10,1743,3038049,7,49,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
186725,2006,4024036,2010,4040100,10,914,835396,4,16,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
92035,1993,3972049,2010,4040100,10,644,414736,8,64,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
90265,1993,3972049,2010,4040100,10,644,414736,21,441,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
214159,2008,4032064,2010,4040100,10,1167,1361889,4,16,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
49557,1992,3968064,2010,4040100,10,576,331776,13,169,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
188053,1993,3972049,2010,4040100,10,2337,5461569,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
60176,1992,3968064,2010,4040100,10,576,331776,2,4,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
130973,1993,3972049,2010,4040100,10,914,835396,8,64,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
43185,1992,3968064,2010,4040100,10,355,126025,13,169,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
110619,2005,4020025,2010,4040100,10,572,327184,13,169,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
196460,2007,4028049,2010,4040100,10,1103,1216609,26,676,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
65486,1992,3968064,2010,4040100,10,640,409600,11,121,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
169026,2005,4020025,2010,4040100,10,914,835396,20,400,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
85840,1993,3972049,2010,4040100,10,644,414736,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
85840,1993,3972049,2010,4040100,10,644,414736,9,81,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
177876,2008,4032064,2010,4040100,10,914,835396,3,9,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
178761,2008,4032064,2010,4040100,10,914,835396,12,144,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
185840,1993,3972049,2010,4040100,10,2337,5461569,8,64,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
155584,2005,4020025,2010,4040100,10,914,835396,2,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
209734,2007,4028049,2010,4040100,10,1103,1216609,8,64,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
221238,2008,4032064,2010,4040100,10,1167,1361889,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
161946,2008,4032064,2010,4040100,10,829,687241,16,256,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
165929,2005,4020025,2010,4040100,10,914,835396,23,529,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
141592,2005,4020025,2010,4040100,10,743,552049,20,400,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
130973,1993,3972049,2010,4040100,10,914,835396,10,100,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
91592,1993,3972049,2010,4040100,10,644,414736,4,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
146017,2005,4020025,2010,4040100,10,743,552049,16,256,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
243362,2007,4028049,2010,4040100,10,1366,1865956,21,441,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
166814,2005,4020025,2010,4040100,10,914,835396,5,25,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
141592,2005,4020025,2010,4040100,10,743,552049,13,169,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
176991,2008,4032064,2010,4040100,10,914,835396,9,81,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
115044,1992,3968064,2010,4040100,10,914,835396,9,81,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
100884,1993,3972049,2010,4040100,10,644,414736,11,121,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
